ID,Smiles,Inhibition,MW,QED,SA_Score,TPSA,HBD,HBA,RotBonds,LogP,Lipinski,Veber
TRAIN_0157,CN(C)CCNC(=O)c1c(C)n(CC(=O)O)c2ccc(NS(=O)(=O)c3ccccc3F)cc12,30.7,476.53,0.4358,4.2004,120.74,3,6,9,2.27,5,2
TRAIN_0158,CCOC(=O)C(Cc1ccccc1Br)(NC(=O)C)C(=O)OCC,43.2,386.24,0.5727,3.8931,81.7,1,5,7,1.99,5,2
TRAIN_0159,OC(=O)C(Cc1ccc(F)cc1)NC(=O)c2cc(Br)c(F)n2c3ncccc3Cl,23.5,484.68,0.5541,4.502,84.22000000000001,2,4,6,3.99,5,2
TRAIN_0160,CC(C)N1C(=O)N(c2ccc(O)c(F)c2)c3cnc4cc(F)ccc4c13,31.5,355.34,0.5931,3.9983,60.05,1,5,2,3.91,5,2
TRAIN_0161,OC(=O)C[C@@H](Cc1cc(F)c(F)cc1F)NC(=O)Nc2ccc(I)cc2,27.0,478.21,0.4355,4.4055,78.43,3,2,6,3.92,5,2
TRAIN_0162,CSc1ncc2c3cc(ccc3[nH]c2n1)N(C)CCO,48.1,288.38,0.5693,3.8473,65.04,2,5,4,2.26,5,2
TRAIN_0163,COc1ccc(CN2Cc3c(Br)ccc(N)c3C2=O)cc1,38.2,347.21,0.8679,3.8651,55.56,1,3,3,3.2,5,2
TRAIN_0164,COC(=O)c1ccc(N)c(OCc2ccc(F)c(F)c2)c1,72.6,293.27,0.6952,3.8535,61.55,1,4,4,2.91,5,2
TRAIN_0165,CCOC(=O)c1cc2cc(OCc3ccccc3)ccc2n1CC(=O)NCCN4CCCCC4,26.2,463.58,0.4603,4.2766,72.8,1,6,10,4.0,5,2
TRAIN_0166,Cc1n[nH]c(C)c1Sc2ccc(cc2)C(C)(C)C,30.4,260.41,0.8624,3.7624,28.68,1,2,2,4.48,5,2
TRAIN_0167,Cn1c(cc2ccccc12)C(=O)N3CCC(CC3)Nc4cnc5ccccc5n4,33.8,385.47,0.582,4.1267,63.05,1,5,3,3.84,5,2
TRAIN_0168,CC(C)n1nc(c2ccc3nc(NC(=O)C)sc3c2)c4cnc(N)nc14,11.0,367.44,0.5749,4.0077,111.61,2,8,3,3.22,5,2
TRAIN_0169,COC(=O)N1CC(C)CN(c2ccc(NC(=O)Nc3cc(C)ccc3OC)cc2)S1(=O)=O,28.6,462.53,0.7191,4.5918,117.28,2,6,4,3.42,5,2
TRAIN_0170,CN(C)CCN1C(=O)c2cccc3c(Br)ccc(C1=O)c23,52.3,347.21,0.8021,3.8535,40.620000000000005,0,3,3,2.76,5,2
TRAIN_0171,COC(=O)CC1CCC(CC1)c2ccc(cc2)N3C(=O)Nc4ccc(C)cc4C3=O,17.5,406.48,0.668,4.1339,81.16,1,5,4,3.82,5,2
TRAIN_0172,OCCCCNc1ccc2C(=O)N(CCCCO)C(=O)c3cccc1c23,0.0,356.42,0.4741,4.017,89.87,3,5,9,2.39,5,2
TRAIN_0173,CC(C)Oc1cc(ccc1[N+](=O)[O-])N2CCN(C)N=C2,7.84,278.31,0.6226,3.823,71.21000000000001,0,6,4,2.08,5,2
TRAIN_0174,CCOC(=O)C1C2CN(CC12)c3ccc(cn3)C(=O)NCCNC(=O)N4CCN(C)CC4,0.0,444.54,0.4508,4.8585,107.11,2,7,7,0.01,5,2
TRAIN_0175,COc1ccc(cc1)c2oc(nn2)c3ccc(cc3)N4CCC(CC4)C(=O)N[C@@H](C(C)C)C(=O)O,0.0,478.55,0.5012,4.7051,117.79,2,7,8,3.85,5,2
TRAIN_0176,CC(=O)NC(C(Oc1ccc(Cl)cc1)c2ccccc2)c3ccccc3,34.9,365.86,0.6401,4.6868,38.33,1,2,6,5.34,4,2
TRAIN_0177,CC(C)OC(=O)N1CCC(CC1)OS(=O)(=O)C,0.0,265.33,0.7109,3.7173,72.91,0,5,3,0.97,5,2
TRAIN_0178,O=C(Nc1ccccc1)Nc2cncc(c2)c3oc4c(cnc5ccccc45)c3,1.09,380.41,0.4215,4.1347,80.05,2,4,3,5.69,4,2
TRAIN_0179,CCOP(=O)(Cc1ccc(cn1)c2ccccc2OC)OCC,17.2,335.34,0.6637,3.9253,57.650000000000006,0,5,8,4.52,5,2
TRAIN_0180,OC(=O)C(NC(=O)Nc1ccc(Br)cc1)c2ccccc2,12.2,349.18,0.7917,4.2819,78.43,3,2,4,3.4,5,2
TRAIN_0181,CC(C)(C)OC(=O)NN1Cc2ccc(nc2C1=O)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,0.0,465.55,0.6506,4.2483,108.83,2,5,5,4.89,5,2
TRAIN_0182,CC(C)(C)OC(=O)NCCC(=O)Nc1nc2cc(F)ccc2s1,9.71,339.39,0.8956,3.904,80.32,2,5,4,3.29,5,2
TRAIN_0183,COc1cc2CNCCCc2cc1NC(=O)OC(C)(C)C,25.8,292.38,0.8792,3.8535,59.59,2,4,2,3.08,5,2
TRAIN_0184,Cl.NCCNC(=O)c1ccc(OCC(F)(F)F)nc1,0.0,299.68,0.8544,3.7661,77.24,2,4,5,1.13,5,2
TRAIN_0185,Cl.CS(=O)(=O)c1ccc(cc1)c2cc(F)c(OCC3CCNCC3)c(F)c2,0.0,417.91,0.8027,4.0208,55.400000000000006,1,4,5,3.84,5,2
TRAIN_0186,CN(C)S(=O)(=O)CCNCc1ccc(cc1)c2ccccc2,2.86,318.44,0.7973,3.8951,49.41,1,3,7,2.33,5,2
TRAIN_0187,Brc1ccc(cc1)N2C(=O)NC3(CCCC3)C2=O,23.2,309.16,0.8111,4.2064,49.41,1,2,1,2.82,5,2
TRAIN_0188,CC(C)c1onc(c1)C(=O)N2CCC(CC2)Oc3ccc(nc3)c4ccc(cc4F)S(=O)(=O)C,7.63,487.55,0.516,4.2483,102.6,0,7,6,4.09,5,2
TRAIN_0189,Cl.C[C@@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]3CCCc4ccccc34,60.9,515.05,0.3701,5.2823,119.56,5,5,8,2.29,4,2
TRAIN_0190,CC(C)S(=O)(=O)c1ccccc1Nc2c(Cl)cnc(Cl)c2Cl,77.0,379.7,0.7621,3.8613,59.06,1,4,4,4.97,5,2
TRAIN_0191,COC(=O)CC1CCC(CC1)c2ccc(NC(=O)C(C)(C)NC(=O)c3ccccn3)cc2,8.1,437.54,0.6367,4.1903,97.39,2,5,7,4.07,5,2
TRAIN_0192,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCc1ccccn1,16.9,323.39,0.4952,4.3208,111.55,4,5,9,-0.37,5,2
TRAIN_0193,CS(=O)(=O)OC1CCN(CC1)S(=O)(=O)C2CC2,3.28,283.37,0.6741,3.7173,80.75,0,5,4,-0.08,5,2
TRAIN_0194,CN(C)CCCC(C#N)c1cccc2ccccc12,23.6,252.36,0.8092,4.2351,27.03,0,2,5,3.79,5,2
TRAIN_0195,[O-][N+](=O)c1ccc2c(c1)c(cn2Cc3ccccc3)c4nnn[nH]4,42.4,320.31,0.4599,3.9755,102.53,1,6,4,2.78,5,2
TRAIN_0196,CCn1c2ccc(CCC(=O)O)cc2c3cc(NC(=O)Cc4ccccc4OC)ccc13,11.8,430.5,0.4112,4.1979,80.56000000000002,2,4,8,5.02,4,2
TRAIN_0197,COc1cc2CN(CCc2cc1[N+](=O)[O-])C(=O)C(F)(F)F,3.73,304.22,0.619,3.8296,72.68,0,4,2,2.05,5,2
TRAIN_0198,Cl.C[C@@H](NC(=O)C1CCCN1C(=O)C2CCCN2)C(=O)NC(c3ccccc3)c4ccccc4,40.5,485.03,0.5631,5.0891,90.54,3,4,7,2.56,5,2
TRAIN_0199,CCOC(=O)c1cn(cc1C(=O)OCC)c2nc(Cl)ncc2Cl,11.7,358.18,0.6037,3.904,83.31,0,7,5,2.93,5,2
TRAIN_0200,CC(C)OC(=O)N1CCC(CNc2ncnc3c(csc23)c4ccc(cc4)S(=O)(=O)C)CC1,0.0,488.64,0.5476,4.2228,101.48999999999998,1,8,6,4.43,5,2
TRAIN_0201,Cc1cc(nn1c2cc(Cl)ccc2Cl)C(=O)Nc3ccc(F)cc3,31.6,364.21,0.7202,3.9456,46.92,1,3,3,4.88,5,2
TRAIN_0202,CCOC(=O)\C=C\c1ccc(NC(=S)NC(C(=O)OCC)c2ccccc2)cc1,26.1,412.51,0.3873,4.5189,76.66000000000001,2,5,8,3.85,5,2
TRAIN_0203,COc1ccc(cc1)C2(CNC(=O)C(F)(F)F)CCCCC2,61.4,315.34,0.9222,3.884,38.33,1,2,4,3.58,5,2
TRAIN_0204,Brc1ccc(cc1)S(=O)(=O)c2ccccc2,2.68,297.17,0.8522,3.7327,34.14,0,2,2,3.28,5,2
TRAIN_0205,Fc1cccc(c1)S(=O)(=O)N2CCSC2C(=O)N3CCC(CC3)c4ccccc4,75.0,434.56,0.741,4.5272,57.690000000000005,0,4,4,3.3,5,2
TRAIN_0206,OCC1CCN(CC1)c2ncc(Br)cn2,0.0,272.15,0.8848,3.7205,49.25,1,4,2,1.45,5,2
TRAIN_0207,Cc1ccc(cc1C)c2c([C@H](OC(C)(C)C)C(=O)O)c(C)nc3c2c(C)c(C)n3CCC4CCO4,19.4,478.63,0.4273,4.9134,73.58,1,5,7,6.37,4,2
TRAIN_0208,CCOC(=O)C(C)(C)Cc1onc(n1)c2ccc(OCc3ccc(OC)cc3)cn2,14.2,411.46,0.49,4.1339,96.57,0,8,9,3.85,5,2
TRAIN_0209,COc1cc2CCN(Cc2cc1OC)C(=O)NCCc3ccc(C)c(C)c3,59.5,368.48,0.8767,4.039,50.8,1,3,5,3.63,5,2
TRAIN_0210,CCOC(=O)C1CCC(CC1)Oc2ccc(cc2)C(=O)NN3CC(=O)N(Cc4ccc(C)cc4)C3=O,78.5,493.56,0.445,4.3212,105.25,1,6,8,3.6,5,2
TRAIN_0211,CCCC1CCc2c(C1)sc(NC(=O)c3ccccc3)c2C(=O)O,28.7,343.45,0.8333,4.3725,66.4,2,3,5,4.6,5,2
TRAIN_0212,Cc1cc(ccc1c2n[nH]c3ncnc(N)c23)S(=O)(=O)c4ccccc4,6.07,365.42,0.5768,4.017,114.62,2,6,3,2.74,5,2
TRAIN_0213,CC(C)(C)OC(=O)N1CCSC1C(=O)N2CCC(COc3ccc(cc3)S(=O)(=O)C)CC2,41.8,484.64,0.6342,4.5918,93.22,0,7,5,3.02,5,2
TRAIN_0214,CC(C)(C)OC(=O)N1CCCC(C1)OC(=O)c2cccc(c2)c3ccc(cc3F)S(=O)(=O)C,32.4,477.55,0.6045,4.6172,89.97999999999999,0,6,4,4.45,5,2
TRAIN_0215,CS(=O)(=O)OCC1CCN(CC1)C(=O)c2cc(on2)C3CC3,0.648,328.39,0.7586,3.884,89.71000000000001,0,6,5,1.38,5,2
TRAIN_0216,CCOC(OCC)c1oc2c(cncc2c1)c3cccc(c3)C(=O)OCC,71.5,369.42,0.4217,4.0479,70.79,0,6,8,4.74,5,2
TRAIN_0217,Oc1c2Cc3ccccc3c2nc4c(cnn14)C(=O)NC5CCCCC5,39.9,348.41,0.5834,4.0352,79.52000000000001,2,5,2,3.07,5,2
TRAIN_0218,Clc1ccc(cc1)C(=O)CN2CCN(CC2)C(=O)OCc3ccccc3,48.0,372.85,0.7539,4.0262,49.85000000000001,0,4,5,3.48,5,2
TRAIN_0219,OC(=O)COc1ccc(cc1)C#Cc2ccc(cc2)C(=O)NCc3ccccc3,39.5,385.42,0.6373,4.1186,75.63,2,3,6,3.48,5,2
TRAIN_0220,Cc1nc(ccc1[N+](=O)[O-])c2ccc(cc2)S(=O)(=O)C,16.5,292.32,0.6395,3.8106,90.17,0,5,3,2.37,5,2
TRAIN_0221,Cl.COc1cc2CNCCc2cc1Nc3ncc(Cl)c(Nc4ccc(cc4OC)N5CCON=C5)n3,77.1,532.43,0.4063,4.3279,105.16,3,10,7,4.48,4,2
TRAIN_0222,COc1cc2CN(CCCc2cc1N)C(=O)OC(C)(C)C,71.3,292.38,0.8082,3.8417,64.79,1,4,1,2.96,5,2
TRAIN_0223,CC(C)[C@H](NC(=O)c1ccc2nc(cn2c1)c3ccc(NC(=O)NCc4ccccc4)cc3)C(=O)O,15.9,485.54,0.2983,4.7381,124.83,4,5,8,4.16,5,2
TRAIN_0224,C[C@@H](NC(=O)[C@@H]1CCCN1C(=O)OCc2ccccc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)C,55.6,481.55,0.5049,5.115,125.04000000000002,3,6,9,2.31,5,2
TRAIN_0225,Cc1cc(O)ccc1c2oc3ccc(cc3n2)S(=O)(=O)C,45.7,303.34,0.787,3.8535,80.4,1,5,2,2.91,5,2
TRAIN_0226,CSc1ncc(Br)c(OC(C)C)n1,13.4,263.16,0.6201,3.6298,35.010000000000005,0,4,3,2.75,5,2
TRAIN_0227,OC(=O)C1Cc2ccccc2N1C(=O)c3cccnc3,18.4,268.27,0.9002,4.2641,70.5,1,3,2,1.74,5,2
TRAIN_0228,COC(=O)CC1CCC(CC1)c2ccc(NC(=O)CCC(=O)O)cc2,23.9,347.41,0.7381,3.9766,92.7,2,4,7,3.33,5,2
TRAIN_0229,Cc1cnc(Cl)nc1C2=CS(=O)(=O)c3ccccc23,40.8,292.75,0.7582,3.8056,59.92,0,4,1,2.61,5,2
TRAIN_0230,CCOc1ccc(cc1)C(=O)Nc2ccc(NC(=O)OC(C)(C)C)cc2,14.6,356.42,0.815,3.9983,76.66000000000001,2,4,5,4.68,5,2
TRAIN_0231,CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N2CCC[C@H]2C(=O)O,5.74,477.56,0.441,4.9017,134.27,3,6,10,3.05,5,2
TRAIN_0232,Oc1ccc(cc1)c2oc3ccc(cc3n2)[N+](=O)[O-],72.8,256.22,0.5616,3.8183,89.4,1,5,2,3.11,5,2
TRAIN_0233,CCCNC1=Nc2ccccc2S(=O)(=O)N1CCC,38.0,281.38,0.9189,3.8056,61.77,1,4,4,2.09,5,2
TRAIN_0234,OC(=O)c1cn(Cc2cn(nn2)c3cccnc3)c4ccc(cc14)[N+](=O)[O-],26.1,364.32,0.4246,4.0479,128.97,1,8,5,2.27,5,2
TRAIN_0235,Clc1cc(Oc2ncccc2C#N)ccc1C#N,11.4,255.66,0.8257,3.7896,69.69999999999999,0,4,2,3.27,5,2
TRAIN_0236,OCCCn1c(Cc2ccccn2)nc3ccccc13,10.2,267.33,0.772,3.8708,50.94,1,4,5,2.4,5,2
TRAIN_0237,Ic1ccc(cc1)n2ccnc2,73.6,270.07,0.7278,3.6606,17.82,0,2,1,2.48,5,2
TRAIN_0238,CN1C(=O)CC2(CCN(CC2)C(=O)c3cccc(c3)c4ccc(F)cc4)N=C1N,0.0,394.45,0.8505,4.5189,79.0,1,4,2,2.64,5,2
TRAIN_0239,CSc1ccc(cc1)c2ncc(C(=O)N3CCN(CC3)c4cccc(Cl)c4)n2C,23.3,426.97,0.5787,4.1104,41.370000000000005,0,5,4,4.42,5,2
TRAIN_0240,COC(=O)c1cc(c(OC)c(Br)c1OC)C(C)(C)C,0.0,331.21,0.7948,3.7523,44.760000000000005,0,4,3,3.55,5,2
TRAIN_0241,NC(=O)[C@H]1C[C@H]2CCCC[C@H]2[C@@H]1\C=C\c3ccc(cn3)c4cccc(F)c4,0.0,364.46,0.8448,5.0246,55.98,1,2,4,4.83,5,2
TRAIN_0242,CCOC(=O)CN1C(=O)N(c2cccc(O)c2)c3ncnc(N)c13,0.0,329.32,0.6649,3.9456,125.26,2,9,4,0.43,5,2
TRAIN_0243,CC1C=CC(COC(=O)C)C2C1C(=O)N(C)C2=O,0.0,251.28,0.4094,4.7162,63.68000000000001,0,4,2,0.6,5,2
TRAIN_0244,COC(=O)C=C1CCN(CC1)C(=O)c2cccc(Br)c2,0.0,338.2,0.6154,3.8353,46.61,0,3,2,2.78,5,2
TRAIN_0245,Nc1ccccc1C(=O)N2CCN(CC2)C3CCCCC3,0.0,287.41,0.8496,3.8878,49.57000000000001,1,3,2,2.36,5,2
TRAIN_0246,Oc1cc(OCc2ccccc2)ccc1c3n[nH]cc3NC(=O)Nc4ccccc4,41.2,400.44,0.3657,4.1576,99.27,4,4,6,5.01,4,2
TRAIN_0247,COc1cccc(c1)c2csc(n2)C3(N=C(N)N(C)C3=O)c4ccc(OC)c(C)c4,62.9,422.51,0.6821,4.5426,90.04,1,7,5,3.17,5,2
TRAIN_0248,Cc1ccc(cc1)S(=O)(=O)N[C@@]2(C)Cc3cc(F)ccc3[C@@H]2C#C,93.1,343.42,0.8705,4.596,46.17,1,2,3,3.14,5,2
TRAIN_0249,Nc1nc(Cl)c2N(CC=C)C(=O)N(Cc3cccnc3)c2n1,24.9,316.75,0.5809,3.8951,91.62,1,7,4,1.46,5,2
TRAIN_0250,COc1c(I)c(O)c(cc1C(C)(C)C)C(=O)COc2ccc(O)cc2,59.5,456.28,0.5195,3.9467,75.99000000000001,2,5,5,4.27,5,2
TRAIN_0251,O=C(NCC(=O)c1ccccc1)Nc2ccccc2,0.0,254.29,0.824,3.8308,58.2,2,2,4,2.69,5,2
TRAIN_0252,C(Oc1ccc(cc1)c2n[nH]cc2CN3CCNCC3)c4ccccc4,3.66,348.45,0.7188,4.053,53.18,2,4,6,3.06,5,2
TRAIN_0253,COc1ccccc1N2CCN(CC2)C(=O)c3cn(C)c(n3)c4ccc(F)c(F)c4,33.9,412.44,0.6597,4.1339,50.6,0,5,4,3.34,5,2
TRAIN_0254,FC(F)(F)c1cccc(OCc2cc(ccc2SC#N)N3CCOCC3)c1,51.4,394.42,0.5437,4.0479,45.49,0,5,5,4.69,5,2
TRAIN_0255,CC(C)(C)OC(=O)N1CCCN2C(=O)N(N=C12)c3cc(ccc3N)c4cccc(c4)C#N,44.2,432.48,0.6207,4.1827,119.17,1,8,2,3.3,5,2
TRAIN_0256,Nc1ccccc1Oc2ccc(F)c(c2)C(F)(F)F,26.2,271.21,0.6553,3.7927,35.25,1,2,2,4.22,5,2
TRAIN_0257,CC(C)(C)OC(=O)N1CCC(O)C(C1)NC(=O)Nc2ccccc2F,0.0,353.39,0.7609,4.6174,90.9,3,4,2,2.32,5,2
TRAIN_0258,CC(=O)N1CC(=O)c2cc(Br)ccc12,0.0,254.08,0.7096,3.6591,37.38,0,2,0,2.0,5,2
TRAIN_0259,CN1C(=O)CC2(CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3)N=C1NC(=O)OC(C)(C)C,0.0,486.59,0.7017,4.6579,108.38,1,6,2,3.11,5,2
TRAIN_0260,Oc1[nH]nc(Nc2ccc(Br)cc2)c1c3ccc(cc3)[N+](=O)[O-],11.7,375.18,0.4685,3.9253,104.08,3,5,4,4.2,5,2
TRAIN_0261,CN1C(=O)C(NS(=O)C(C)(C)C)(C#N)c2cc(Br)ccc12,8.38,370.27,0.8676,4.478,73.2,1,3,2,2.2,5,2
TRAIN_0262,COC(=O)C(NC(=O)OC(C)(C)C)c1ccc(cc1)c2ccccc2,0.0,341.41,0.8507,4.3836,64.63,1,4,4,4.09,5,2
TRAIN_0263,IC1=COc2cc(OC3CCCCO3)ccc2C1=O,0.0,372.16,0.7595,4.2476,48.67,0,4,2,3.3,5,2
TRAIN_0264,CSC(=CC(=O)c1ccc(c(F)c1)S(=O)(=O)C)SC,26.7,320.43,0.6165,3.7661,51.21,0,5,5,2.98,5,2
TRAIN_0265,COc1ccc(cn1)c2ccc(cc2)C(=O)O[C@H]3CN(C[C@@H]3SC#N)C(=O)OC(C)(C)C,10.8,455.54,0.4902,4.8433,101.75,0,8,5,4.12,5,2
TRAIN_0266,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(CCl)cc3)CC2,25.9,401.94,0.5437,4.0875,44.81,1,4,8,3.38,5,2
TRAIN_0267,CC(C)(C)OC(=O)NCc1ccc(Cc2cnc(N)s2)cc1,44.9,319.43,0.9058,3.884,77.24,2,5,4,3.34,5,2
TRAIN_0268,CCOC(=O)[C@@]1(C)CN(CC[C@@H]1NC(=O)OCC=C)C(=O)OC(C)(C)C,63.2,370.45,0.4538,4.6299,94.17,1,6,5,2.48,5,2
TRAIN_0269,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1nc(Cl)cc(Cl)n1,2.2,364.23,0.6846,3.8593,81.62,0,6,1,4.46,5,2
TRAIN_0270,Cc1c(C)c2OC(C)(Cc2c(C)c1O)c3cccc(N)c3,88.8,283.37,0.7837,4.2585,55.48,2,3,1,3.75,5,2
TRAIN_0271,COc1ccccc1OC2=COc3c(I)c(OC)c(cc3C2=O)C(C)(C)C,30.0,480.3,0.4617,4.0208,57.9,0,5,4,5.5,4,2
TRAIN_0272,[O-][N+](=O)c1cccc(F)c1COc2cccc(c2)C(F)(F)F,10.1,315.22,0.4792,3.8728,52.370000000000005,0,3,4,4.33,5,2
TRAIN_0273,CC(C)COC(=O)Nc1cccc(c1)N(C)S(=O)(=O)C,2.2,300.38,0.9049,3.7979,75.71000000000001,1,4,5,2.29,5,2
TRAIN_0274,COc1nc(N)nc2N(Cc3cccnc3)C(=O)N(C)c12,0.0,286.3,0.7359,3.8651,100.85000000000002,1,8,3,0.16,5,2
TRAIN_0275,CCOC(=O)C1(C)Cc2ccc(OCc3ccccc3)cc2C1=O,0.0,324.38,0.623,4.3725,52.6,0,4,5,3.57,5,2
TRAIN_0276,COc1ccc(cc1OC)[C@H]2C=CCC[C@H]2C(=O)N3[C@@H](Cc4ccccc4)COC3=O,36.0,421.49,0.6493,5.0072,65.07,0,5,6,4.34,5,2
TRAIN_0277,[O-][N+](=O)c1ccc(cc1)C(=O)CNc2ccc(Br)cc2,19.4,335.16,0.5142,3.8353,72.24,1,4,5,3.65,5,2
TRAIN_0278,COc1ccc(NC(=S)Nc2ccccc2O)cc1,14.5,274.35,0.5925,3.8183,53.52,3,3,3,3.21,5,2
TRAIN_0279,COC(=O)c1ccc(Cl)c(Nc2ccncc2)c1,59.2,262.7,0.8629,3.7896,51.22,1,4,3,3.27,5,2
TRAIN_0280,[K+].CC(C)(C)OC(=O)N1CCc2c(C1)sc3N=C([S-])NC(=O)c23,24.6,377.53,0.3692,3.882,75.28999999999999,1,6,0,-0.81,5,2
TRAIN_0281,Fc1cccc(c1)N(Cc2ccccc2Cl)S(=O)(=O)c3ccncc3,59.3,376.84,0.6678,3.9862,50.27,0,3,5,4.27,5,2
TRAIN_0282,O=C1NC(C1COc2ccccc2)c3ccccc3,28.6,253.3,0.8503,4.5037,38.33,1,2,4,2.55,5,2
TRAIN_0283,Clc1nc(c2ccccc2)c3cc(Br)ccc3n1,0.0,319.59,0.6069,3.8027,25.78,0,2,1,4.71,5,2
TRAIN_0284,CSc1nn(C)c(NC(=O)CC(=O)C)c1C#N,2.85,252.3,0.6359,3.7173,87.78,1,6,4,0.93,5,2
TRAIN_0285,CC(C)NC1=CC(=O)c2cc(Cl)cc(Cl)c2O1,13.9,272.13,0.9004,3.7322,42.24,1,3,2,3.92,5,2
TRAIN_0286,NC(C(O)c1ccc(Cl)cc1)c2ccc(Cl)cc2,28.7,282.17,0.9007,4.4367,46.25,2,2,3,3.73,5,2
TRAIN_0287,CC(C)(C)OC(=O)N1C2C(CCc3ccccc23)NC1=O,0.0,288.35,0.7981,4.5141,58.64,1,3,0,3.0,5,2
TRAIN_0288,COc1cc2NC(=O)C=C(c3ccccc3F)c2cc1OC,0.0,299.3,0.8066,3.8951,51.32000000000001,1,3,3,3.35,5,2
TRAIN_0289,CCOC(=O)C1CCC(N1C(=O)OC(C)(C)C)c2ccc(O)cc2,45.8,335.4,0.8569,4.5855,76.07000000000001,1,5,3,3.4,5,2
TRAIN_0290,CCCCS(=O)C1=C(C(=O)C)C(=O)c2cccc(C(C)C)c2N1,32.3,333.45,0.8185,4.3099,67.0,1,3,6,3.76,5,2
TRAIN_0291,Nc1nc(Cl)c(N)c(NCc2cccnc2)n1,16.5,250.69,0.7098,3.761,102.74,3,6,3,1.3,5,2
TRAIN_0292,OC(Cn1ccnc1)c2ccc(Cl)cc2Cl,74.1,257.12,0.9175,4.1495,38.05,1,3,3,2.92,5,2
TRAIN_0293,Clc1ccc(cc1)c2nc[nH]c2c3ccc(Cl)cc3,94.6,289.16,0.7022,3.8308,28.68,1,1,2,5.05,4,2
TRAIN_0294,Cc1ccc(cc1)S(=O)(=O)NC2(C)C(CC3CC2C3(C)C)C(=O)O,6.04,351.47,0.8736,5.5428,83.47,2,3,4,2.8,5,2
TRAIN_0295,CN(C)C(CCOc1ccc2ccccc2c1)c3ccccc3,0.0,305.42,0.6412,4.3628,12.47,0,2,6,4.91,5,2
TRAIN_0296,Fc1ccc(NC(=O)N2C(CC2=O)c3ccccc3)cc1,0.0,284.29,0.8599,4.2934,49.41,1,2,2,3.33,5,2
TRAIN_0297,COC(=O)C1=COc2c(Cl)cc(Cl)cc2C1=O,80.3,273.07,0.7494,3.7322,56.51,0,4,1,2.89,5,2
TRAIN_0298,Nc1ccc(cc1)c2ccc(Nc3ccc(F)cc3)c4[nH]nc(N)c24,58.5,333.37,0.4211,3.9958,92.75,4,4,3,4.28,5,2
TRAIN_0299,CSC(=C(C#N)C(=O)NC1CCCCC1)SC,0.0,270.42,0.6302,3.7467,52.89,1,4,4,2.9,5,2
TRAIN_0300,CC(C)(C)OC(=O)N1C(=O)NC2CC3CC(C3(C)C)C12C,0.0,294.4,0.7464,5.4458,58.64,1,3,0,3.14,5,2
TRAIN_0301,Cc1ccc(cc1)S(=O)(=O)N2CC(N(C(=O)OC(C)(C)C)C2=O)c3ccccc3,45.6,416.5,0.7522,4.4934,83.99000000000001,0,5,3,4.1,5,2
TRAIN_0302,CN(C)C1=C(C(=O)C)C(=O)c2cc(Cl)cc(Cl)c2N1,0.0,299.16,0.8669,3.7661,53.17,1,3,2,3.1,5,2
TRAIN_0303,Cc1ccc(cc1)S(=O)(=O)NCC2(C)OCCO2,6.78,271.34,0.8883,3.7761,64.63000000000001,1,4,4,1.04,5,2
TRAIN_0304,Clc1ccccc1C2NC(=O)Cc3ccccc23,55.2,257.72,0.8357,4.2196,29.1,1,1,1,3.1,5,2
TRAIN_0305,COC(=O)C(=C1NC(=C(N1)c2ccc(Cl)cc2)c3ccc(Cl)cc3)C#N,18.5,386.24,0.4753,4.0077,74.15,2,5,3,3.92,5,2
TRAIN_0306,CC(C)C(C(NC(=O)OC(C)(C)C)c1ccccc1)C(=O)O,0.0,307.39,0.871,4.5103,75.63,2,3,5,3.61,5,2
TRAIN_0307,CN1C(=O)C(=C(O)c2ccccc12)\C(=C\C(=O)N3CCOCC3)\O,13.8,330.34,0.6331,3.9456,92.0,2,6,2,1.0,5,2
TRAIN_0308,OC(=O)[C@@H](NS(=O)(=O)c1ccc(C=C)cc1)c2ccccc2,5.48,317.37,0.8569,4.3009,83.47,2,3,6,2.43,5,2
TRAIN_0309,Fc1ccc(cc1)N2C(=O)NC(=O)C=C2c3ccc(F)cc3,0.0,300.26,0.7902,3.8951,54.86,1,3,2,2.47,5,2
TRAIN_0310,Fc1cc(F)cc(CC(=O)NC2CCCCC2)c1,0.0,253.29,0.8812,3.7896,29.1,1,1,3,2.96,5,2
TRAIN_0311,CC(C)C1C(NC(=O)N1S(=O)(=O)c2ccc(C)cc2)c3ccccc3,8.08,358.46,0.9099,4.6274,66.48,1,3,4,3.47,5,2
TRAIN_0312,COC(=O)c1[nH]c2ccc(Cl)c(Cl)c2c1O,24.5,260.08,0.7746,3.7019,62.32000000000001,2,3,1,2.97,5,2
TRAIN_0313,Clc1ccc(cc1Cl)N(S(=O)(=O)c2cccnc2)S(=O)(=O)c3ccccn3,58.0,444.32,0.5988,4.0299,97.3,0,6,5,3.37,5,2
